ProviderID,HospitalName,Address,City,State,ZIP,County,Phone,PaymentName,PaymentMeasureID,Category,Denominator,Payment,LowerEst,HigherEst,Footnote,ValueDisplay,ValueDisplayID,CareCategory,CareFootnote,StartDate,EndDate,Location
030069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,MOHAVE,9288558185,Payment for heart failure patients,PAYM_30_HF,Less than the National Average Payment,339,"$14,345","$13,351","$15,410",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and lower payment,,07/01/2012,06/30/2015 00:00:00,"101 CIVIC CENTER LANE
LAKE HAVASU CITY, AZ
(34.47998, -114.338537)"
030006,TUCSON MEDICAL CENTER,5301 EAST GRANT ROAD,TUCSON,AZ,85712,PIMA,5203275461,Payment for heart failure patients,PAYM_30_HF,Greater than the National Average Payment,455,"$18,095","$17,040","$19,230",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and higher payment,,07/01/2012,06/30/2015 00:00:00,"5301 EAST GRANT ROAD
TUCSON, AZ
(32.250749, -110.880169)"
033301,"LOS NINOS HOSPITAL, INC.",2303 EAST THOMAS,PHOENIX,AZ,85016,MARICOPA,6029547311,Payment for heart failure patients,PAYM_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,07/01/2012,06/30/2015 00:00:00,"2303 EAST THOMAS
PHOENIX, AZ
(33.480287, -112.032316)"
030087,SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,MARICOPA,4803233000,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,581,"$15,245","$14,433","$16,048",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"9003 EAST SHEA BOULEVARD
SCOTTSDALE, AZ
(33.582467, -111.886032)"
030108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015,MARICOPA,6027956020,Payment for heart failure patients,PAYM_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"6501 NORTH 19TH AVENUE
PHOENIX, AZ
(33.531837, -112.099636)"
030123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,MARICOPA,4803247004,Payment for heart attack patients,PAYM_30_AMI,No Different than the National Average Payment,82,"$23,168","$20,695","$26,096",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"7400 EAST THOMPSON PEAK PARKWAY
SCOTTSDALE, AZ
(33.669777, -111.921803)"
030061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,6238324000,Payment for heart failure patients,PAYM_30_HF,No Different than the National Average Payment,475,"$16,643","$15,680","$17,649",,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"10401 WEST THUNDERBIRD BOULEVARD
SUN CITY, AZ
(33.604802, -112.28344)"
030115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,MARICOPA,6233274000,Payment for pneumonia patients,PAYM_30_PN,No Different than the National Average Payment,171,"$14,252","$12,958","$15,565",,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Average mortality and average payment,,07/01/2012,06/30/2015 00:00:00,"9201 WEST THOMAS ROAD
PHOENIX, AZ
(33.479558, -112.257936)"
030136,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,85339,MARICOPA,6235845100,Payment for pneumonia patients,PAYM_30_PN,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Pneumonia measure,MORT_PAYM_30_PN,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"7171 SOUTH 51ST AVENUE
LAVEEN, AZ
(33.380678, -112.168233)"
030103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,MARICOPA,4803422000,Payment for heart attack patients,PAYM_30_AMI,Less than the National Average Payment,214,"$20,762","$19,119","$22,573",,Value of Care Heart Attack measure,MORT_PAYM_30_AMI,Better mortality and lower payment,,07/01/2012,06/30/2015 00:00:00,"5777 EAST MAYO BOULEVARD
PHOENIX, AZ
(33.663312, -111.955659)"
030107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,85206,MARICOPA,4808324770,Payment for heart failure patients,PAYM_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,Value of Care Heart Failure measure,MORT_PAYM_30_HF,Not Available,13 - Results cannot be calculated for this reporting period.,07/01/2012,06/30/2015 00:00:00,"4620 EAST BASELINE ROAD
MESA, AZ
(33.379206, -111.734695)"
